"Icon","Title","Description","How to Obtain","Defensive Stats","Skills","Forging Materials","Unlock Requirements","Alternative Appearance","Armor Set","Rarity","Price","Slot Level 1","Slot Level 2","Slot Level 3","Skill Details"
"","Duna Wildbraces β","Uth Duna armguards. The rows of stone beading are an elegant…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Uth Duna's Cover Set Bonus Skills Lord's Fury Group Skills Peak Performance Equipment Skills Quick Sheathe Equipment Skills","5× Uth Duna Scale+ Equipment Materials 3× Uth Duna Cilia+ Equipment Materials 3× Uth Duna Claw+ Equipment Materials 2× Monster Hardbone Equipment Materials","Uth Duna Scale+ Equipment Materials","","Uth Duna β Armor Sets","Rarity 7","7,000 z","3 "" /> 3","1 "" /> 1","1 "" /> 1","Uth Duna's Cover Lv1;Lord's Fury Lv1;Peak Performance Lv1;Quick Sheathe Lv1"
"","Duna Wildcoil α","Uth Duna waistgear. The fabric is imbued with the breath of the…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Uth Duna's Cover Set Bonus Skills Lord's Favor Group Skills Peak Performance Equipment Skills Aquatic/Oilsilt Mobility Equipment Skills","2× Uth Duna Certificate S Equipment Materials 4× Uth Duna Tentacle+ Equipment Materials 5× Uth Duna Claw+ Equipment Materials 1× Uth Duna Plate Equipment Materials","Uth Duna Scale+ Equipment Materials","","Uth Duna α Armor Sets","Rarity 7","7,000 z","2 "" /> 2","1 "" /> 1","","Uth Duna's Cover Lv1;Lord's Favor Lv1;Peak Performance Lv2;Aquatic/Oilsilt Mobility Lv1"
"","Duna Wildcoil β","Uth Duna waistgear. The fabric is imbued with the breath of the…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Uth Duna's Cover Set Bonus Skills Lord's Fury Group Skills Peak Performance Equipment Skills","2× Uth Duna Certificate S Equipment Materials 4× Uth Duna Tentacle+ Equipment Materials 5× Uth Duna Claw+ Equipment Materials 1× Uth Duna Plate Equipment Materials","Uth Duna Scale+ Equipment Materials","","Uth Duna β Armor Sets","Rarity 7","7,000 z","3 "" /> 3","1 "" /> 1","","Uth Duna's Cover Lv1;Lord's Fury Lv1;Peak Performance Lv2"
"","","","","","","","","","","","","","","",""
"","Duna Wildgreaves α","Elaborately patterned Uth Duna leg armor. The design is said…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Uth Duna's Cover Set Bonus Skills Lord's Favor Group Skills Peak Performance Equipment Skills Tool Specialist Equipment Skills","2× Uth Duna Certificate S Equipment Materials 5× Uth Duna Hide+ Equipment Materials 4× Uth Duna Tentacle+ Equipment Materials 2× Piragill Fin+ Equipment Materials","Uth Duna Scale+ Equipment Materials","","Uth Duna α Armor Sets","Rarity 7","7,000 z","3 "" /> 3","","","Uth Duna's Cover Lv1;Lord's Favor Lv1;Peak Performance Lv1;Tool Specialist Lv1"
"","Duna Wildgreaves β","Elaborately patterned Uth Duna leg armor. The design is said…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Uth Duna's Cover Set Bonus Skills Lord's Fury Group Skills Peak Performance Equipment Skills","2× Uth Duna Certificate S Equipment Materials 5× Uth Duna Hide+ Equipment Materials 4× Uth Duna Tentacle+ Equipment Materials 2× Piragill Fin+ Equipment Materials","Uth Duna Scale+ Equipment Materials","","Uth Duna β Armor Sets","Rarity 7","7,000 z","3 "" /> 3","1 "" /> 1","1 "" /> 1","Uth Duna's Cover Lv1;Lord's Fury Lv1;Peak Performance Lv1"
"","Duna Wildhelm α","Uth Duna head armor. The plumage crafted from its fins convey…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Uth Duna's Cover Set Bonus Skills Lord's Favor Group Skills Tool Specialist Equipment Skills Earplugs Equipment Skills","1× Uth Duna Certificate S Equipment Materials 4× Uth Duna Scale+ Equipment Materials 4× Uth Duna Cilia+ Equipment Materials 1× Uth Duna Watergem Equipment Materials","Uth Duna Scale+ Equipment Materials","","Uth Duna α Armor Sets","Rarity 7","7,000 z","2 "" /> 2","1 "" /> 1","","Uth Duna's Cover Lv1;Lord's Favor Lv1;Tool Specialist Lv2;Earplugs Lv1"
"","Duna Wildhelm β","Uth Duna head armor. The plumage crafted from its fins convey…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Uth Duna's Cover Set Bonus Skills Lord's Fury Group Skills Tool Specialist Equipment Skills Earplugs Equipment Skills","1× Uth Duna Certificate S Equipment Materials 4× Uth Duna Scale+ Equipment Materials 4× Uth Duna Cilia+ Equipment Materials 1× Uth Duna Watergem Equipment Materials","Uth Duna Scale+ Equipment Materials","","Uth Duna β Armor Sets","Rarity 7","7,000 z","3 "" /> 3","2 "" /> 2","","Uth Duna's Cover Lv1;Lord's Fury Lv1;Tool Specialist Lv1;Earplugs Lv1"
"","Duna Wildmail α","Uth Duna chest armor. The tightly fitted scales make the wearer…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Uth Duna's Cover Set Bonus Skills Lord's Favor Group Skills Tool Specialist Equipment Skills Aquatic/Oilsilt Mobility Equipment Skills","6× Uth Duna Scale+ Equipment Materials 6× Uth Duna Hide+ Equipment Materials 3× Uth Duna Cilia+ Equipment Materials 3× Torrent Sac Equipment Materials","Uth Duna Scale+ Equipment Materials","","Uth Duna α Armor Sets","Rarity 7","7,000 z","3 "" /> 3","","","Uth Duna's Cover Lv1;Lord's Favor Lv1;Tool Specialist Lv2;Aquatic/Oilsilt Mobility Lv1"
"","Duna Wildmail β","Uth Duna chest armor. The tightly fitted scales make the wearer…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Uth Duna's Cover Set Bonus Skills Lord's Fury Group Skills Tool Specialist Equipment Skills","6× Uth Duna Scale+ Equipment Materials 6× Uth Duna Hide+ Equipment Materials 3× Uth Duna Cilia+ Equipment Materials 3× Torrent Sac Equipment Materials","Uth Duna Scale+ Equipment Materials","","Uth Duna β Armor Sets","Rarity 7","7,000 z","3 "" /> 3","1 "" /> 1","","Uth Duna's Cover Lv1;Lord's Fury Lv1;Tool Specialist Lv2"
"","Expedition Headgear α","Headgear based on the expedition’s emblem. A leaf representing…","Grab Monster Hunter Wilds EXCLUSIVE new gear before…","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Blight Resistance Equipment Skills Coalescence Equipment Skills","3× Expedition Headgear Ticket Equipment Materials 4× Rathian Scale+ Equipment Materials 2× Monster Keenbone Equipment Materials 1× Novacrystal Equipment Materials","Expedition Headgear Ticket Equipment Materials","","Expedition Headgear α Armor Sets","Rarity 5","3,500 z","1 "" /> 1","","","Blight Resistance Lv1;Coalescence Lv1"
"","G. Arkveld Coil","Guardian Arkveld waistgear. The chains writhe subtly, eager to…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Guardian Arkveld's Vitality Set Bonus Skills Guardian's Pulse Group Skills Blight Resistance Equipment Skills","1× Guardian Blood Equipment Materials 2× Guardian Doshaguma Claw Equipment Materials 1× Guardian Pelt Equipment Materials","Guardian Arkveld Large Monsters","","Guardian Arkveld Large Monsters","Rarity 4","1,500 z","1 "" /> 1","1 "" /> 1","","Guardian Arkveld's Vitality Lv1;Guardian's Pulse Lv1;Blight Resistance Lv1"
"","G. Arkveld Coil α","Guardian Arkveld waistgear. The chains writhe subtly, eager to…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Guardian Arkveld's Vitality Set Bonus Skills Guardian's Pulse Group Skills Flayer Equipment Skills Elemental Absorption Equipment Skills","1× Hunter Symbol III Equipment Materials 4× Arkveld Scale+ Equipment Materials 4× Arkveld Calloushell Equipment Materials 1× Rey Dau Boltgem Equipment Materials","Arkveld Large Monsters","","Guardian Arkveld α Armor Sets","Rarity 8","10,000 z","","","","Guardian Arkveld's Vitality Lv1;Guardian's Pulse Lv1;Flayer Lv2;Elemental Absorption Lv1"
"","G. Arkveld Coil β","Guardian Arkveld waistgear. The chains writhe subtly, eager to…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Guardian Arkveld's Vitality Set Bonus Skills Guardian's Protection Group Skills Flayer Equipment Skills","1× Hunter Symbol III Equipment Materials 4× Arkveld Scale+ Equipment Materials 4× Arkveld Calloushell Equipment Materials 1× Rey Dau Boltgem Equipment Materials","Arkveld Large Monsters","","Guardian Arkveld β Armor Sets","Rarity 8","10,000 z","2 "" /> 2","1 "" /> 1","","Guardian Arkveld's Vitality Lv1;Guardian's Protection Lv1;Flayer Lv2"
"","G. Arkveld Greaves","Guardian Arkveld leg armor. Their power grows with each relentless,…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Guardian Arkveld's Vitality Set Bonus Skills Guardian's Pulse Group Skills Blight Resistance Equipment Skills","1× Guardian Blood Equipment Materials 2× Guardian Pelt Equipment Materials","Guardian Arkveld Large Monsters","","Guardian Arkveld Large Monsters","Rarity 4","1,500 z","1 "" /> 1","","","Guardian Arkveld's Vitality Lv1;Guardian's Pulse Lv1;Blight Resistance Lv1"
"","G. Arkveld Greaves α","Guardian Arkveld leg armor. Their power grows with each relentless,…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Guardian Arkveld's Vitality Set Bonus Skills Guardian's Pulse Group Skills Elemental Absorption Equipment Skills Weakness Exploit Equipment Skills","1× Hunter Symbol III Equipment Materials 4× Arkveld Armorplate Equipment Materials 5× Guardian Scale+ Equipment Materials 1× Nu Udra Flamegem Equipment Materials","Arkveld Large Monsters","","Guardian Arkveld α Armor Sets","Rarity 8","10,000 z","","","","Guardian Arkveld's Vitality Lv1;Guardian's Pulse Lv1;Elemental Absorption Lv2;Weakness Exploit Lv1"
"","G. Arkveld Greaves β","Guardian Arkveld leg armor. Their power grows with each relentless,…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Guardian Arkveld's Vitality Set Bonus Skills Guardian's Protection Group Skills Elemental Absorption Equipment Skills Weakness Exploit Equipment Skills","1× Hunter Symbol III Equipment Materials 4× Arkveld Armorplate Equipment Materials 5× Guardian Scale+ Equipment Materials 1× Nu Udra Flamegem Equipment Materials","Arkveld Large Monsters","","Guardian Arkveld β Armor Sets","Rarity 8","10,000 z","2 "" /> 2","1 "" /> 1","","Guardian Arkveld's Vitality Lv1;Guardian's Protection Lv1;Elemental Absorption Lv1;Weakness Exploit Lv1"
"","G. Arkveld Helm","Guardian Arkveld head armor. A host of heightened senses make…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Guardian Arkveld's Vitality Set Bonus Skills Guardian's Pulse Group Skills Flayer Equipment Skills","1× Guardian Blood Equipment Materials 2× Guardian Rathalos Webbing Equipment Materials 1× Guardian Scale Equipment Materials","Guardian Arkveld Large Monsters","","Guardian Arkveld Large Monsters","Rarity 4","1,500 z","1 "" /> 1","","","Guardian Arkveld's Vitality Lv1;Guardian's Pulse Lv1;Flayer Lv1"
"","G. Arkveld Helm α","Guardian Arkveld head armor. A host of heightened senses make…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Guardian Arkveld's Vitality Set Bonus Skills Guardian's Pulse Group Skills Flayer Equipment Skills Partbreaker Equipment Skills","1× Hunter Symbol III Equipment Materials 6× Arkveld Scale+ Equipment Materials 5× Guardian Pelt+ Equipment Materials 1× Uth Duna Watergem Equipment Materials","Arkveld Large Monsters","","Guardian Arkveld α Armor Sets","Rarity 8","10,000 z","1 "" /> 1","1 "" /> 1","","Guardian Arkveld's Vitality Lv1;Guardian's Pulse Lv1;Flayer Lv1;Partbreaker Lv2"
"","G. Arkveld Helm β","Guardian Arkveld head armor. A host of heightened senses make…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Guardian Arkveld's Vitality Set Bonus Skills Guardian's Protection Group Skills Flayer Equipment Skills Partbreaker Equipment Skills","1× Hunter Symbol III Equipment Materials 6× Arkveld Scale+ Equipment Materials 5× Guardian Pelt+ Equipment Materials 1× Uth Duna Watergem Equipment Materials","Arkveld Large Monsters","","Guardian Arkveld β Armor Sets","Rarity 8","10,000 z","3 "" /> 3","1 "" /> 1","","Guardian Arkveld's Vitality Lv1;Guardian's Protection Lv1;Flayer Lv1;Partbreaker Lv1"
"","G. Arkveld Mail","Guardian Arkveld chest armor. It beckons forth a shudder of indescribable…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Guardian Arkveld's Vitality Set Bonus Skills Guardian's Pulse Group Skills Flayer Equipment Skills Blight Resistance Equipment Skills","1× Guardian Blood Equipment Materials 2× Guardian Ebony Claw Equipment Materials 3× Tough Guardian Bone Equipment Materials","Guardian Arkveld Large Monsters","","Guardian Arkveld Large Monsters","Rarity 4","1,500 z","","","","Guardian Arkveld's Vitality Lv1;Guardian's Pulse Lv1;Flayer Lv1;Blight Resistance Lv1"
"","G. Arkveld Mail α","Guardian Arkveld chest armor. It beckons forth a shudder of indescribable…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Guardian Arkveld's Vitality Set Bonus Skills Guardian's Pulse Group Skills Flayer Equipment Skills Blight Resistance Equipment Skills","1× Hunter Symbol III Equipment Materials 3× White Arkveld Pelt Equipment Materials 1× Arkveld Gem Equipment Materials 3× Guardian Blood+ Equipment Materials","Arkveld Large Monsters","","Guardian Arkveld α Armor Sets","Rarity 8","10,000 z","","","","Guardian Arkveld's Vitality Lv1;Guardian's Pulse Lv1;Flayer Lv2;Blight Resistance Lv2"
"","G. Arkveld Mail β","Guardian Arkveld chest armor. It beckons forth a shudder of indescribable…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Guardian Arkveld's Vitality Set Bonus Skills Guardian's Protection Group Skills Flayer Equipment Skills Blight Resistance Equipment Skills","1× Hunter Symbol III Equipment Materials 3× White Arkveld Pelt Equipment Materials 1× Arkveld Gem Equipment Materials 3× Guardian Blood+ Equipment Materials","Arkveld Large Monsters","","Guardian Arkveld β Armor Sets","Rarity 8","10,000 z","3 "" /> 3","","","Guardian Arkveld's Vitality Lv1;Guardian's Protection Lv1;Flayer Lv1;Blight Resistance Lv2"
"","G. Arkveld Vambraces","Guardian Arkveld armguards. Instills the desire to tear at friend…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Guardian Arkveld's Vitality Set Bonus Skills Guardian's Pulse Group Skills Flayer Equipment Skills","1× Guardian Blood Equipment Materials 2× Guardian Scale Equipment Materials 2× Guardian Seikret Feather Equipment Materials","Guardian Arkveld Large Monsters","","Guardian Arkveld Large Monsters","Rarity 4","1,500 z","1 "" /> 1","","","Guardian Arkveld's Vitality Lv1;Guardian's Pulse Lv1;Flayer Lv1"
"","G. Arkveld Vambraces α","Guardian Arkveld armguards. Instills the desire to tear at friend…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Guardian Arkveld's Vitality Set Bonus Skills Guardian's Pulse Group Skills Weakness Exploit Equipment Skills Blight Resistance Equipment Skills","1× Hunter Symbol III Equipment Materials 6× Arkveld Armorplate Equipment Materials 3× White Arkveld Pelt Equipment Materials 1× Jin Dahaad Icegem Equipment Materials","Arkveld Large Monsters","","Guardian Arkveld α Armor Sets","Rarity 8","10,000 z","1 "" /> 1","","","Guardian Arkveld's Vitality Lv1;Guardian's Pulse Lv1;Weakness Exploit Lv2;Blight Resistance Lv1"
"","G. Arkveld Vambraces β","Guardian Arkveld armguards. Instills the desire to tear at friend…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Guardian Arkveld's Vitality Set Bonus Skills Guardian's Protection Group Skills Weakness Exploit Equipment Skills","1× Hunter Symbol III Equipment Materials 6× Arkveld Armorplate Equipment Materials 3× White Arkveld Pelt Equipment Materials 1× Jin Dahaad Icegem Equipment Materials","Arkveld Large Monsters","","Guardian Arkveld β Armor Sets","Rarity 8","10,000 z","1 "" /> 1","1 "" /> 1","1 "" /> 1","Guardian Arkveld's Vitality Lv1;Guardian's Protection Lv1;Weakness Exploit Lv2"
"","G. Doshaguma Braces","Armguards made from Guardian Doshaguma spoils. They agitate the…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Doshaguma's Might Set Bonus Skills Guardian's Pulse Group Skills Marathon Runner Equipment Skills","2× Guardian Doshaguma Hide Equipment Materials 1× Guardian Doshaguma Fang Equipment Materials","Repel the Guardian Arkveld Assignments","","Guardian Doshaguma Large Monsters","Rarity 4","800 z","1 "" /> 1","","","Doshaguma's Might Lv1;Guardian's Pulse Lv1;Marathon Runner Lv1"
"","G. Doshaguma Braces α","Armguards made from Guardian Doshaguma spoils. They agitate the…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Doshaguma's Might Set Bonus Skills Guardian's Pulse Group Skills Heroics Equipment Skills Iron Skin Equipment Skills","1× G. Doshaguma Certificate S Equipment Materials 5× Guardian Doshaguma Fur+ Equipment Materials 3× Guardian Doshaguma Claw+ Equipment Materials 1× Beast Gem Equipment Materials","Guardian Doshaguma Fur+ Equipment Materials","","Guardian Doshaguma α Armor Sets","Rarity 6","5,000 z","1 "" /> 1","1 "" /> 1","1 "" /> 1","Doshaguma's Might Lv1;Guardian's Pulse Lv1;Heroics Lv1;Iron Skin Lv2"
