"Icon","Title","Description","Crafting Recipe","Where to Find","Other Info","Rewarded From","Used to Craft","Unlocks","Food Bonus","Food Skill","Rarity","Carry Max","Sell Price","Buy Price"
"","Hirabami Scale","A scale from a Hirabami. Though small and lightweight, it’s very…","","","","","Evasion Charm I Level 1 Felyne Hirabami Robe Body Hirabami Coil Waist Hirabami Greaves Legs Hirabami Vambraces Arms Hungerless Charm II Level 2 Ice Charm II Level 2 Windbrace Bow I Bow Windclaw Blade I Long Sword Windpierce Lance I Lance Windshear Light I Light Bowgun Windsunder Axe I Switch Axe Windthrash Charger I Charge Blade","","","","Rarity 4","99","440 z","4,400 z"
"","Hirabami Hide","The hide of a Hirabami. Light and smooth like cloth, it is known…","","","","","Blessing Charm II Level 2 Felyne Hirabami Cap Head Friendship Charm II Level 2 Hirabami Coil Waist Hirabami Mail Chest Speed Heal Charm II Level 2","","","","Rarity 4","99","660 z","6,600 z"
"","Hirabami Webbing","Webbing from a Hirabami. Its superb elasticity allows the monster…","","","","","Blessing Charm II Level 2 Hirabami Greaves Legs Hirabami Headdress Head Hirabami Vambraces Arms Hungerless Charm II Level 2 Ice Charm II Level 2 Speed Heal Charm II Level 2","","","","Rarity 4","99","792 z","7,920 z"
"","Hirabami Tail Claw","A claw from the tail of a Hirabami. Its curved shape allows it…","","","","","Evasion Charm I Level 1 Felyne Hirabami Fan Weapons Friendship Charm II Level 2 Hirabami Coil Waist Hirabami Headdress Head Hirabami Mail Chest Sheathe Charm I Level 1 Windbrace Bow I Bow Windclaw Blade I Long Sword Windpierce Lance I Lance Windshear Light I Light Bowgun Windsunder Axe I Switch Axe Windthrash Charger I Charge Blade","","","","Rarity 4","99","880 z","8,800 z"
,,,,,,,,,,,,,,
"","Hirabami Certificate","A Guild certificate awarded to those who have hunted a Hirabami.…","","","","","Hirabami Greaves Legs","Felyne Hirabami Cap Head Felyne Hirabami Fan Weapons Felyne Hirabami Robe Body","","","Rarity 4","99","440 z","4,400 z"
"","Hirabami Scale+","A high-quality scale from a Hirabami. Not only is it strong,…","","","","","Blight Charm I Level 1 Felyne Hirabami Robe α Body Hirabami Coil α Waist Hirabami Coil β Waist Hirabami Greaves α Legs Hirabami Greaves β Legs Hirabami Vambraces α Arms Hirabami Vambraces β Arms Ice Charm III Level 3 Power Charm I Level 1 Unscathed Charm I Level 1","Blessing Charm III Level 3 Counterattack Charm I Level 1 Evasion Charm II Level 2 Friendship Charm IV Level 4 Hirabami Coil α Waist Hirabami Coil β Waist Hirabami Greaves α Legs Hirabami Greaves β Legs Hirabami Headdress α Head Hirabami Headdress β Head Hirabami Mail α Chest Hirabami Mail β Chest Hirabami Vambraces α Arms Hirabami Vambraces β Arms Ice Charm III Level 3 Power Charm I Level 1 Unscathed Charm I Level 1","","","Rarity 6","99","1,140 z","11,400 z"
"","Hirabami Hide+","A high-quality Hirabami hide. Soft as the finest fabric, with…","","","","","Bleed Charm II Level 2 Evasion Charm II Level 2 Felyne Hirabami Cap α Head Hirabami Greaves α Legs Hirabami Greaves β Legs Hirabami Headdress α Head Hirabami Headdress β Head Windbrace Bow III Bow Windclaw Blade III Long Sword Windpierce Lance III Lance Windshear Light III Light Bowgun Windsunder Axe III Switch Axe Windthrash Charger III Charge Blade","Bleed Charm II Level 2","","","Rarity 6","99","1,710 z","17,100 z"
"","Hirabami Webbing+","High-quality Hirabami webbing. Can manipulate air currents even…","","","","","Bleed Charm II Level 2 Blessing Charm III Level 3 Counterattack Charm I Level 1 Hirabami Coil α Waist Hirabami Coil β Waist Hirabami Greaves α Legs Hirabami Greaves β Legs Hirabami Vambraces α Arms Hirabami Vambraces β Arms Ice Charm III Level 3 Unscathed Charm I Level 1 Windbrace Ibami Bow Windclaw Kiribami Long Sword Windpierce Tsukibami Lance Windshear Uchibami Light Bowgun Windsunder Sakibami Switch Axe Windthrash Tamebami Charge Blade","","","","Rarity 6","99","2,052 z","20,520 z"
"","Hirabami Tail Claw+","A high-quality claw from the tail of a Hirabami. No prey can…","","","","","Counterattack Charm I Level 1 Evasion Charm II Level 2 Felyne Hirabami Fan α Weapons Friendship Charm IV Level 4 Hirabami Greaves α Legs Hirabami Greaves β Legs Hirabami Headdress α Head Hirabami Headdress β Head Hirabami Mail α Chest Hirabami Mail β Chest Sanity Charm I Level 1 Windbrace Bow II Bow Windclaw Blade II Long Sword Windpierce Lance II Lance Windshear Light II Light Bowgun Windsunder Axe II Switch Axe Windthrash Charger II Charge Blade","","","","Rarity 6","99","2,280 z","22,800 z"
"","Hirabami Certificate S","A Guild certificate awarded to those who have hunted a Hirabami.…","","","","","Hirabami Headdress α Head Hirabami Headdress β Head Hirabami Mail α Chest Hirabami Mail β Chest Hirabami Vambraces α Arms Hirabami Vambraces β Arms Windbrace Bow II Bow Windclaw Blade II Long Sword Windpierce Lance II Lance Windshear Light II Light Bowgun Windsunder Axe II Switch Axe Windthrash Charger II Charge Blade","Felyne Hirabami Cap α Head Felyne Hirabami Fan α Weapons Felyne Hirabami Robe α Body Windbrace Bow II Bow Windclaw Blade II Long Sword Windpierce Lance II Lance Windshear Light II Light Bowgun Windsunder Axe II Switch Axe Windthrash Charger II Charge Blade","","","Rarity 6","99","1,140 z","11,400 z"
"","Ajarakan Scale","A scale from an Ajarakan. Extremely resistant, not even the hardest…","","","","","Ajara Gunpike I Gunlance Ajara Reverberator I Hunting Horn Ajara Saber I Sword and Shield Ajara Shellgun I Light Bowgun Ajara Trident I Insect Glaive Ajara Twin Edges I Dual Blades Ajarakan Mail Chest Ajarakan Vambraces Arms Blast Charm II Level 2 F Ajarakan Helm Head Fire Charm II Level 2 Fitness Charm I Level 1","","","","Rarity 4","99","480 z","4,800 z"
"","Ajarakan Shell","The shell of an Ajarakan. Capable of producing a shower of sparks…","","","","","Ajarakan Coil Waist Ajarakan Vambraces Arms Bombardier Charm I Level 1 F Ajarakan Mail Body Stun Charm II Level 2 Tremor Charm I Level 1","","","","Rarity 4","99","720 z","7,200 z"
"","Ajarakan Ridge","The hard casing that runs along the back of an Ajarakan. Its…","","","","","Ajara Gunpike I Gunlance Ajara Reverberator I Hunting Horn Ajara Saber I Sword and Shield Ajara Shellgun I Light Bowgun Ajara Trident I Insect Glaive Ajara Twin Edges I Dual Blades Ajarakan Coil Waist Ajarakan Greaves Legs Ajarakan Vambraces Arms Blast Charm II Level 2 Fitness Charm I Level 1 Stun Charm II Level 2 Tremor Charm I Level 1","","","","Rarity 4","99","960 z","9,600 z"
"","Ajarakan Tail","The tail of an Ajarakan. Its uneven spikes are highly combustible.…","","","","","Ajarakan Coil α Waist Ajarakan Coil β Waist Ajarakan Greaves Legs Ajarakan Helm Head","","","","Rarity 4","99","960 z","9,600 z"
"","Ajarakan Jewel","A rare jewel that developed in an Ajarakan’s body. Said to wield…","","","","","Ajara Gunpike I Gunlance Ajara Reverberator I Hunting Horn Ajara Saber I Sword and Shield Ajara Shellgun I Light Bowgun Ajara Trident I Insect Glaive Ajara Twin Edges I Dual Blades Ajarakan Greaves Legs Ajarakan Helm Head Ajarakan Mail Chest Bombardier Charm I Level 1 F Ajarakan Staff Weapons Fire Charm II Level 2 Fitness Charm I Level 1","","","","Rarity 4","99","864 z","8,640 z"
"","Ajarakan Marrow","Bone marrow from an Ajarakan. Almost too hot to handle.","","","","","Ajara Gunpike II Gunlance Ajara Reverberator II Hunting Horn Ajara Saber II Sword and Shield Ajara Shellgun II Light Bowgun Ajara Trident II Insect Glaive Ajara Twin Edges II Dual Blades Ajarakan Coil α Waist Ajarakan Coil β Waist Ajarakan Helm Head Sheathe Charm II Level 2","","","","Rarity 5","99","2,880 z","28,800 z"
,,,,,,,,,,,,,,
"","Ajarakan Certificate","A Guild certificate awarded to those who have hunted an Ajarakan.…","","","","","Ajarakan Helm Head","F Ajarakan Helm Head F Ajarakan Mail Body F Ajarakan Staff Weapons","","","Rarity 4","99","480 z","4,800 z"
"","Ajarakan Carapace","A tough Ajarakan carapace. Even fierce explosions can’t damage…","","","","","Ajara-Angaja Light Bowgun Ajara-Bhadra Insect Glaive Ajara-Jivaka Hunting Horn Ajara-Kalika Gunlance Ajara-Panthaka Dual Blades Ajara-Subinda Sword and Shield Ajarakan Greaves α Legs Ajarakan Greaves β Legs Ajarakan Helm α Head Ajarakan Helm β Head Bombardier Charm III Level 3 F Ajarakan Mail α Body","Bombardier Charm III Level 3","","","Rarity 6","99","1,950 z","19,500 z"
"","Ajarakan Ridge+","A rock-solid ridge from an Ajarakan. Reminiscent of a fire in…","","","","","Ajara Gunpike II Gunlance Ajara Reverberator II Hunting Horn Ajara Saber II Sword and Shield Ajara Shellgun II Light Bowgun Ajara Trident II Insect Glaive Ajara Twin Edges II Dual Blades Ajarakan Coil α Waist Ajarakan Coil β Waist Ajarakan Greaves α Legs Ajarakan Greaves β Legs Ajarakan Helm α Head Ajarakan Helm β Head Evasion Charm III Level 3 Leaping Charm III Level 3","","","","Rarity 6","99","2,600 z","26,000 z"
"","Ajarakan Jewel+","A large jewel that developed in an Ajarakan. Glows red, as if…","","","","","Ajara Gunpike II Gunlance Ajara Reverberator II Hunting Horn Ajara Saber II Sword and Shield Ajara Shellgun II Light Bowgun Ajara Trident II Insect Glaive Ajara Twin Edges II Dual Blades Ajarakan Greaves α Legs Ajarakan Greaves β Legs Ajarakan Mail α Chest Ajarakan Mail β Chest Ajarakan Vambraces α Arms Ajarakan Vambraces β Arms Bombardier Charm III Level 3 Breaker Charm II Level 2 F Ajarakan Staff α Weapons","","","","Rarity 6","99","2,340 z","23,400 z"
"","Ajarakan Medulla","The brainstem of an Ajarakan. Constantly burning, as if all its…","","","","","Ajara-Angaja Light Bowgun Ajara-Bhadra Insect Glaive Ajara-Jivaka Hunting Horn Ajara-Kalika Gunlance Ajara-Panthaka Dual Blades Ajara-Subinda Sword and Shield Ajarakan Vambraces α Arms Ajarakan Vambraces β Arms Breaker Charm II Level 2 Dober Coil α Waist Fury Charm II Level 2","","","","Rarity 7","99","7,800 z","78,000 z"
"","Ajarakan Certificate S","A Guild certificate awarded to those who have hunted an Ajarakan.…","","","","","Ajara Gunpike II Gunlance Ajara Reverberator II Hunting Horn Ajara Saber II Sword and Shield Ajara Shellgun II Light Bowgun Ajara Trident II Insect Glaive Ajara Twin Edges II Dual Blades Ajarakan Coil α Waist Ajarakan Coil β Waist Ajarakan Helm α Head Ajarakan Helm β Head Ajarakan Vambraces α Arms Ajarakan Vambraces β Arms","Ajara Gunpike II Gunlance Ajara Reverberator II Hunting Horn Ajara Saber II Sword and Shield Ajara Shellgun II Light Bowgun Ajara Trident II Insect Glaive Ajara Twin Edges II Dual Blades F Ajarakan Helm α Head F Ajarakan Mail α Body F Ajarakan Staff α Weapons","","","Rarity 6","99","1,300 z","13,000 z"
"","Nu Udra Hide","A highly-elastic Nu Udra hide. It looks smooth but has a subtle…","","","","","Felyne Udra Tentacles Body Nu Chobotnice I Light Bowgun Nu Krake I Great Sword Nu Muneo I Heavy Bowgun Nu Osminog I Lance Nu Pulpo I Hammer Nu Pweza I Charge Blade Nu Zhangyu I Switch Axe Surge Charm I Level 1 Udra Mirebraces Arms Udra Mirehelm Head Udra Miremail Chest","","","","Rarity 4","99","680 z","6,800 z"
"","Nu Udra Spike","A Nu Udra spike. Requires a skilled hand to handle its twisted,…","","","","","Nu Chobotnice I Light Bowgun Nu Krake I Great Sword Nu Muneo I Heavy Bowgun Nu Osminog I Lance Nu Pulpo I Hammer Nu Pweza I Charge Blade Nu Zhangyu I Switch Axe Udra Miregreaves Legs Udra Mirehelm Head","","","","Rarity 4","99","1,020 z","10,200 z"
"","Nu Udra Horn","A Nu Udra Horn. Curved to protect the eyes and smattered with…","","","","","Felyne Udra Head Head Glutton's Charm II Level 2 Udra Mirecoil Waist Udra Mirehelm Head","","","","Rarity 4","99","1,496 z","14,960 z"
"","Nu Udra Tentacle","A Nu Udra tentacle. Incredibly flexible and elastic, only the…","","","","","Felyne Udra Vessel Weapons Udra Mirecoil Waist Udra Miregreaves Legs","","","","Rarity 4","99","1,360 z","13,600 z"
"","Nu Udra Oilmucus","A viscous liquid made from a Nu Udra’s body fluids and oil. Adding…","","","","","Nu Chobotnice I Light Bowgun Nu Krake I Great Sword Nu Muneo I Heavy Bowgun Nu Osminog I Lance Nu Pulpo I Hammer Nu Pweza I Charge Blade Nu Zhangyu I Switch Axe Udra Mirebraces Arms Udra Mirecoil Waist","","","","Rarity 4","99","1,224 z","12,240 z"
"","Nu Udra Cerebrospinal Fluid","A strange fluid formed inside a Nu Udra. It glows blue and can…","","","","","Nu Chobotnice II Light Bowgun Nu Krake II Great Sword Nu Muneo II Heavy Bowgun Nu Osminog II Lance Nu Pulpo II Hammer Nu Pweza II Charge Blade Nu Zhangyu II Switch Axe Udra Miremail Chest Udra Miremail α Chest Udra Miremail β Chest","","","","Rarity 5","99","4,080 z","40,800 z"
,,,,,,,,,,,,,,
"","Nu Udra Certificate","A Guild certificate awarded to those who have hunted a Nu Udra.…","","","","","Udra Miremail Chest","Felyne Udra Tentacles Body","","","Rarity 4","99","680 z","6,800 z"
"","Nu Udra Hide+","High-quality Nu Udra hide. Especially elastic and fire resistant.…","","","","","Felyne Udra Tentacles α Body Udra Mirecoil α Waist Udra Mirecoil β Waist Udra Miregreaves α Legs Udra Miregreaves β Legs Udra Mirehelm α Head Udra Mirehelm β Head","Udra Mirebraces α Arms Udra Mirebraces β Arms Udra Mirecoil α Waist Udra Mirecoil β Waist Udra Miregreaves α Legs Udra Miregreaves β Legs Udra Mirehelm α Head Udra Mirehelm β Head Udra Miremail α Chest Udra Miremail β Chest","","","Rarity 6","99","2,480 z","24,800 z"
"","Nu Udra Spike+","A quality Nu Udra spike. Will gouge out the surrounding flesh…","","","","","Nu Chobotnice II Light Bowgun Nu Krake II Great Sword Nu Muneo II Heavy Bowgun Nu Osminog II Lance Nu Pulpo II Hammer Nu Pweza II Charge Blade Nu Zhangyu II Switch Axe Udra Mirebraces α Arms Udra Mirebraces β Arms Udra Mirehelm α Head Udra Mirehelm β Head","","","","Rarity 6","99","3,720 z","37,200 z"
"","Nu Udra Horn+","A sharp Nu Udra Horn. Each one twists eerily outward, as if in…","","","","","Abaddonian Chobotnice Light Bowgun Abaddonian Krake Great Sword Abaddonian Muneo Heavy Bowgun Abaddonian Osminog Lance Abaddonian Pulpo Hammer Abaddonian Pweza Charge Blade Abaddonian Zhangyu Switch Axe Counter Charm III Level 3 Felyne Udra Head α Head Udra Mirecoil α Waist Udra Mirecoil β Waist Udra Miremail α Chest Udra Miremail β Chest","","","","Rarity 6","99","5,456 z","54,560 z"
"","Nu Udra Tentacle+","A large Nu Udra tentacle. A huge slab of muscle that will thrash…","","","","","Abaddonian Chobotnice Light Bowgun Abaddonian Krake Great Sword Abaddonian Muneo Heavy Bowgun Abaddonian Osminog Lance Abaddonian Pulpo Hammer Abaddonian Pweza Charge Blade Abaddonian Zhangyu Switch Axe Felyne Udra Vessel α Weapons Udra Mirebraces α Arms Udra Mirebraces β Arms Udra Miremail α Chest Udra Miremail β Chest","","","","Rarity 6","99","4,960 z","49,600 z"
"","Nu Udra Oilmucus+","Dense Nu Udra Oilmucus. Burns unbelievably hot and long once…","","","","","Nu Chobotnice II Light Bowgun Nu Krake II Great Sword Nu Muneo II Heavy Bowgun Nu Osminog II Lance Nu Pulpo II Hammer Nu Pweza II Charge Blade Nu Zhangyu II Switch Axe Udra Mirecoil α Waist Udra Mirecoil β Waist Udra Miregreaves α Legs Udra Miregreaves β Legs Udra Mirehelm α Head Udra Mirehelm β Head","","","","Rarity 6","99","4,464 z","44,640 z"
"","Nu Udra Flamegem","A mysterious gem formed inside a Nu Udra. Said to hold the power…","","","","","Abaddonian Chobotnice Light Bowgun Abaddonian Krake Great Sword Abaddonian Muneo Heavy Bowgun Abaddonian Osminog Lance Abaddonian Pulpo Hammer Abaddonian Pweza Charge Blade Abaddonian Zhangyu Switch Axe Chain Charm II Level 2 Dual Kut-Ku Dual Blades Firetrail Blaisdell Great Sword Firetrail Ferrocere Long Sword Firetrail Fornax Sword and Shield Firetrail Kaminet Lance Firetrail Leviora Bow Firetrail Magnesiae Dual Blades Firetrail Quemador Gunlance Fury Charm II Level 2 G. Arkveld Greaves α Legs G. Arkveld Greaves β Legs Kut-Ku Cantabile Hunting Horn Kut-Ku Counterattack Light Bowgun Kut-Ku Thwap Hammer Rooster Decapitator Great Sword Sawbill Axe Switch Axe Strange Kut-Ku Stave Bow Super Kut-Ku Cannon Heavy Bowgun Toucan Pike Insect Glaive Udra Miregreaves α Legs Udra Miregreaves β Legs","","","","Rarity 7","99","14,880 z","148,800 z"
"","Nu Udra Certificate S","A Guild certificate awarded to those who have hunted a Nu Udra.…","","","","","Beak Axe II Switch Axe Chicken Decapitator II Great Sword Kut-Ku Anger II Light Bowgun Kut-Ku Pair II Dual Blades Kut-Ku Pick II Hammer Kut-Ku Pike II Insect Glaive Kut-Ku Stave II Bow Kut-Ku's Song II Hunting Horn Nu Chobotnice II Light Bowgun Nu Krake II Great Sword Nu Muneo II Heavy Bowgun Nu Osminog II Lance Nu Pulpo II Hammer Nu Pweza II Charge Blade Nu Zhangyu II Switch Axe Quematrice Arco IV Bow Quematrice Cuchillo IV Sword and Shield Quematrice Culebrina IV Gunlance Quematrice Espada IV Great Sword Quematrice Lanza IV Lance Quematrice Lima IV Long Sword Quematrice Silexes IV Dual Blades Rompo Hacker III Long Sword Rompo Piercer III Lance Rompo Shielder III Charge Blade Rompo Sniper III Heavy Bowgun Rompo Wrecker III Hammer Udra Mirebraces α Arms Udra Mirebraces β Arms Udra Miregreaves α Legs Udra Miregreaves β Legs Udra Miremail α Chest Udra Miremail β Chest Yian Kut-Ku Cannon II Heavy Bowgun","Beak Axe II Switch Axe Chicken Decapitator II Great Sword Felyne Udra Head α Head Felyne Udra Tentacles α Body Felyne Udra Vessel α Weapons Kut-Ku Anger II Light Bowgun Kut-Ku Pair II Dual Blades Kut-Ku Pick II Hammer Kut-Ku Pike II Insect Glaive Kut-Ku Stave II Bow Kut-Ku's Song II Hunting Horn Nu Chobotnice II Light Bowgun Nu Krake II Great Sword Nu Muneo II Heavy Bowgun Nu Osminog II Lance Nu Pulpo II Hammer Nu Pweza II Charge Blade Nu Zhangyu II Switch Axe Quematrice Arco IV Bow Quematrice Cuchillo IV Sword and Shield Quematrice Culebrina IV Gunlance Quematrice Espada IV Great Sword Quematrice Lanza IV Lance Quematrice Lima IV Long Sword Quematrice Silexes IV Dual Blades Rompo Hacker III Long Sword Rompo Piercer III Lance Rompo Shielder III Charge Blade Rompo Sniper III Heavy Bowgun Rompo Wrecker III Hammer Yian Kut-Ku Cannon II Heavy Bowgun","","","Rarity 6","99","2,480 z","24,800 z"
